Track,Album Name,Explicit Track,Release Date,Artist,artist_id,track_id
Coup Du Marteau,Coup Du Marteau,0,2023-12-08,Tam Sir,214,330
Adderall (Corvette Corvette),Adderall (Corvette Corvette),1,2020-10-14,Popp Hunna,215,331
Full Senyum Sayang,Full Senyum Sayang,0,2022-04-28,Evan Loss,216,332
Sunroof,Sunroof,0,2021-12-03,Nicky Youre,192,333
Watching Yourself Being Born,Neuroscape,0,2023-04-04,Blush Response,217,334
Los Del Espacio,Los Del Espacio - Single,0,2023-06-01,Lit Killah,218,335
Taste (Feat. Offset),Taste (Feat. Offset),1,2018-05-16,Tyga,219,336
Mamiii,Mamiii,1,2022-02-10,Becky G,220,337
Until I Found You,Until I Found You,0,2021-09-01,Stephen Sanchez,221,338
Exes,Exes,1,2023-11-17,Tate Mcrae,18,339
Banana (Feat. Shaggy),Banana (Feat. Shaggy),0,2019-08-16,Conkarah,222,340
Stick Season,Stick Season,0,2022-07-08,Noah Kahan,223,341
Need To Know,Need To Know,1,2021-06-11,Doja Cat,20,342
Kompa Pasiï¿½,Kompa Pasiï¿½,0,2024-04-12,Ýýýýýýýýýý,224,343
Quï¿½Ï¿½ Ago,Pa' Luego Es Tarde,0,2022-10-20,Yuridia,225,344
Last Last,Last Last,0,2022-05-12,Burna Boy,226,345
Ngopi Maszeh,Ngopi Maszeh,0,2023-01-29,Happy Asmara,227,346
500Lbs,500Lbs,1,2023-07-21,Lil Tecca,205,347
Knife Talk (With 21 Savage Ft. Project Pat),Certified Lover Boy,1,2021-09-03,Drake,120,348
Billie Eilish.,Billie Eilish.,1,2022-05-19,Armani White,228,349
Ýýýýýýýýýýýý,Ýýýýýýýýýýýý,0,2023-04-12,Yoasobi,229,350
Lï¿½Ï¿½Ï¿½Amour De,Hit Me Hard And Soft,0,2024-05-17,Billie Eilish,13,351
Thinkinï¿½Ï¿½Ï¿½ B,One Thing At A Time,0,2023-03-03,Morgan Wallen,123,352
Madonna,Madonna - Single,1,2024-03-08,Natanael Cano,230,353
Deja Vu,Deja Vu,1,2021-04-01,Olivia Rodrigo,107,354
6. A.M.,Motion Is Emotion,0,2022-10-07,Azul,231,355
Contigo (With Tiï¿½Ï¿½,Contigo (With Tiï¿½Ï¿½,0,2024-02-15,Karol G,69,356
Sequï¿½Ï¿½Ncia Da,Sequï¿½Ï¿½Ncia Da,1,2023-05-08,Trashxrl,232,357
Wildflower,Hit Me Hard And Soft,0,2024-05-17,Billie Eilish,13,358
Doja,Doja,1,2022-07-21,Central Cee,10,359
Kill This Love,Kill This Love,0,2019-04-04,Blackpink,156,360
Lan,Lan - Single,0,2024-03-08,Zeynep Bastï¿½,233,361
"Good Luck, Babe!","Good Luck, Babe!",0,2024-04-05,Chappell Roan,234,362
Sweet But Psycho,Sweet But Psycho,0,2018-08-17,Ava Max,235,363
Hey Mor,Hey Mor,0,2022-10-06,Ozuna,236,364
Ferrari,Ferrari,0,2022-03-15,James Hype,237,365
Falling,Falling,0,2018-10-05,Trevor Daniel,238,366
Positions,Positions,1,2020-10-23,Ariana Grande,27,367
Where Are You Now,Where Are You Now,0,2021-07-30,Lost Frequencies,239,368
Amor Prohibido - Remasterizado 2024/30Th Anniversary,Amor Prohibido (Remasterizado 2024/30Th Anniversary),0,2024-03-22,Selena,191,369
Save Your Tears,After Hours,1,2020-03-20,The Weeknd,49,370
Happier Than Ever,Happier Than Ever,1,2021-07-30,Billie Eilish,13,371
This Is What You Came For,This Is What You Came For,0,2016-04-29,Calvin Harris,240,372
China,China,0,2019-07-19,Anuel Aa,241,373
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0,2013-01-01,Idina Menzel,242,374
Moonlight,?,1,2018-03-16,Xxxtentacion,196,375
I Had Some Help (Feat. Morgan Wallen),I Had Some Help,0,2024-05-10,Post Malone,11,376
Smart,Easy,0,2024-02-19,Le Sserafim,243,377
That'S What I Like,24K Magic,0,2016-11-17,Bruno Mars,124,378
Commando,Commando - Single,0,2022-09-28,Mavokali,244,379
The Business,The Business,0,2020-09-16,Tiï¿½Ï¿,245,380
Ride It,Ride It,0,2019-07-26,Regard,246,381
Mwaki,Surrender,0,2023-09-27,Zerb,247,382
Bichota,Bichota,1,2020-10-23,Karol G,69,383
Renklensin,Renklensin - Single,0,2024-04-19,Reynmen,248,384
Bad Idea,Missing,0,2024-06-09,Kurochuu,121,385
Writhe,Writhe,0,2023-02-21,Daine,249,386
The Hills,The Hills,1,2015-05-27,The Weeknd,49,387
Seven (Feat. Latto) (Clean Ver.),Seven (Feat. Latto),0,2023-07-14,Jung Kook,122,388
Skinny,Hit Me Hard And Soft,0,2024-05-17,Billie Eilish,13,389
The Girl From Ipanema,Instrumental Bossa Nova,0,2024-06-06,Stan Getz,250,390
Te Felicito,Te Felicito,0,2022-04-21,Shakira,103,391
Que Onda,Que Onda - Single,1,2023-08-30,Calle 24,251,392
Stumblin' In,Stumblin' In,0,2023-11-10,Cyril,252,393
A Bar Song (Tipsy),A Bar Song (Tipsy),0,2024-04-12,Shaboozey,35,394
Star Walkin' (League Of Legends Worlds Anthem),Star Walkin' (League Of Legends Worlds Anthem) - Single,1,2022-09-22,Lil Nas X,65,395
Desesperados,Vice Versa,1,2021-12-10,Rauw Alejandro,176,396
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",0,2024-01-10,Bizarrap,63,397
Sugar,V (Deluxe),1,2014-08-29,Maroon 5,143,398
I Donï¿½Ï¿½Ï¿½T Wanna Do This A,King Of The Dead,1,2024-03-18,Juliï¿½Ï¿½N Kh,253,399
Igual Que Un Ï¿½Ï¿½Ngel (With Peso Pl,Orquï¿½Ï¿½,0,2024-01-12,Kali Uchis,190,400
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",0,2023-01-14,Abd El Fattah Grini,254,401
Old Town Road - Remix,Old Town Road,0,2019-04-05,Lil Nas X,65,402
Let Me Love You,Encore,0,2016-08-05,Dj Snake,255,403
Envolver,Envolver - Single,0,2021-11-11,Anitta,256,404
Oublie-Moi,Oublie-Moi,1,2022-09-16,Emkal,257,405
Malohat,Malohat,0,2024-04-20,Xamdam Sobirov,258,406
Maestro,Seventeen Best Album '17 Is Right Here',0,2024-04-29,Seventeen,259,407
Nueva Vida,Gï¿½Ï¿½N,1,2023-06-22,Peso Pluma,81,408
You Broke Me First,You Broke Me First,1,2020-04-17,Tate Mcrae,18,409
Relationship (Feat. Future),Beautiful Thugger Girls,1,2017-06-16,Young Thug,260,410
Beggin',Chosen,0,2017-12-08,Mï¿½Ï¿½Ne,261,411
Faint,Papercuts,0,2024-04-12,Linkin Park,62,412
Pretty - Sped Up,Pretty,0,2023-06-07,Meyy,262,413
Hawï¿½,Hawï¿½,0,2020-07-29,Maluma,135,414
La Falda,La Falda - Single,1,2023-11-22,Myke Towers,16,415
Act Ii: Date @ 8,Act Ii: Date @ 8,1,2023-12-07,4Batz,263,416
Cradles,Cradles,0,2019-01-04,Sub Urban,264,417
Roses - Imanbek Remix,Roses (Imanbek Remix),1,2019-05-04,Saint Jhn,265,418
Angel Numbers / Ten Toes,11:11,1,2023-11-10,Chris Brown,266,419
Never Lose Me,Never Lose Me - Single,1,2023-11-30,Flo Milli,267,420
Reggaeton Champagne,Kittyponeo,1,2023-10-05,Bellakath,268,421
Masha Ultrafunk,Masha Ultrafunk,0,2024-03-08,Histed,269,422
Under The Influence,Indigo (Extended),1,2019-10-04,Chris Brown,266,423
Life Goes On,"Ugly Is Beautiful: Shorter, Thicker & Uglier (Deluxe)",0,2020-07-17,Oliver Tree,184,424
Si Una Vez (Remasterizado 2024/30Th Anniversary),Amor Prohibido (Remasterizado 2024/30Th Anniversary),0,2024-03-22,Selena,191,425
Batter Up,Babymonster Debut Digital Single [Batter Up],0,2023-11-27,Babymonster,30,426
Si No Es Contigo,Si No Es Contigo,1,2024-05-23,Cris Mj,195,427
Trance (With Travis Scott & Young Thug),Heroes & Villains,1,2022-12-02,Metro Boomin,50,428
Rock And A Hard Place,Rock And A Hard Place,0,2022-06-10,Bailey Zimmerman,270,429
Obsessed,Guts (Spilled),1,2024-03-22,Olivia Rodrigo,107,430
Eyes Closed,Eyes Closed,0,2024-04-03,Imagine Dragons,93,431
Wanna Be,Wanna Be (Alternate Versions),1,2024-04-03,Glorilla,271,432
Don'T Let Me Down,Pop Party,0,2016-01-01,The Chainsmokers,131,433
Ddu-Du Ddu-Du,Square Up,0,2018-06-15,Blackpink,156,434
Telepatï¿½,Sin Miedo (Del Amor Y Otros Demonios) Ï¿½,0,2020-11-18,Kali Uchis,190,435
Wake Me Up,True,0,2013-01-01,Avicii,272,436
Overdrive (Feat. Norma Jean Martine),Overdrive (Feat. Norma Jean Martine),0,2023-10-06,Ofenbach,273,437
Chulo Pt.2,Chulopt2,1,2023-06-22,Bad Gyal,274,438
All Girls Are The Same,All Girls Are The Same,1,2018-04-13,Juice Wrld,117,439
Push Up - Main Edit,Push Up - Single,0,2023-03-31,Creeds,275,440
Kings & Queens,Kings & Queens,0,2020-03-12,Ava Max,235,441
Adore You,Adore You,0,2019-12-06,Harry Styles,19,442
Highest In The Room,Highest In The Room,1,2019-10-04,Travis Scott,94,443
Unavailable (Feat. Musa Keys),Timeless,1,2023-03-30,Davido,276,444
Million Dollar Baby (Vhs),Million Dollar Baby - Single,0,2024-04-26,Tommy Richman,1,445
"Taki Taki (Feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,1,2018-09-28,Dj Snake,255,446
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",0,2023-08-14,Anirudh Ravichander,277,447
Dreamers [Music From The Fifa World Cup Qatar 2022 Official Soundtrack],Dreamers [Music From The Fifa World Cup Qatar 2022 Official Soundtrack],0,2022-11-20,Jung Kook,122,448
Adivino,Adivino - Single,1,2024-04-25,Myke Towers,16,449
The Box Medley Funk 2,The Box Medley Funk 2,0,2024-04-18,The Box,278,450
Cruel Summer,Lover,0,2019-08-23,Taylor Swift,17,451
No Me Queda Mï¿½Ï¿½S (Remasterizado 2024/30Th Annivers,Amor Prohibido (Remasterizado 2024/30Th Anniversary),0,2024-03-22,Selena,191,452
Breathe,2093,1,2024-02-16,Yeat,279,453
Unforgettable,Epic Af,1,2017-01-01,French Montana,280,454
Easy,Easy,0,2024-02-19,Le Sserafim,243,455
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",1,2023-05-31,Bizarrap,63,456
Faded,Faded,0,2017-07-28,Benjamin Richter,281,457
Lose My Breath (Feat. Charlie Puth),Lose My Breath,0,2024-05-10,Stray Kids,282,458
Ýýýýýýýýýý Ýýýýýýýýýýýý,Ýýýýýýýýýý Ýýýýýýýýýýýý,0,2019-07-03,Alex&Rus,283,459
Move,Move - Single,0,2024-06-07,Adam Port,284,460
F.N,F.N,1,2019-08-09,Lil Tjay,187,461
Say You Won'T Let Go,Say You Won'T Let Go,0,2016-09-09,James Arthur,285,462
Blank Space,1989 (Deluxe),0,2014-01-01,Taylor Swift,17,463
Girls Like You,Red Pill Blues (Deluxe),1,2017-11-03,Maroon 5,143,464
Humble.,Humble.,1,2017-03-31,Kendrick Lamar,2,465
Forget Me,Forget Me,0,2022-09-09,Lewis Capaldi,102,466
Sabka Malik Ek,Sabka Malik Ek,0,2022-08-12,Dada Black Sheep,286,467
Scared To Start,Scared To Start,0,2024-01-12,Michael Marcagi,287,468
Super Freaky Girl,Super Freaky Girl,1,2022-08-12,Nicki Minaj,288,469
Miracle (With Ellie Goulding),Miracle (With Ellie Goulding),0,2023-03-10,Calvin Harris,240,470
Somebody That I Used To Know,Making Mirrors (Deluxe),0,2011-01-01,Gotye,289,471
We Don'T Talk Anymore (Feat. Selena Gomez),Nine Track Mind,0,2015-11-05,Charlie Puth,290,472
Oh No,Cold As Ice,1,2019-12-13,Kreepa,291,473
Pop Out (Feat. Lil Tjay),Pop Out (Feat. Lil Tjay),1,2019-02-07,Polo G,292,474
7 Years,Lukas Graham (Blue Album),0,2015-06-16,Lukas Graham,293,475
Something In The Orange,Something In The Orange,0,2022-04-22,Zach Bryan,129,476
Amargura,Maï¿½Ï¿½Ana Serï¿½Ï¿,1,2023-02-24,Karol G,69,477
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,0,2013-01-01,Pharrell Williams,294,478
Bailando Bachata,Bailando Bachata - Single,0,2023-05-25,Chayanne,295,479
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,0,2023-12-06,Peso Pluma,81,480
Treat You Better,Treat You Better,0,2016-06-03,Shawn Mendes,126,481
Feliz Cumpleaï¿½Ï¿½Os Fe,Feliz Cumpleaï¿½Ï¿½Os Fe,0,2022-08-19,Feid,134,482
Let Her Go,Let Her Go,0,2012-07-27,Passenger,296,483
Fall Back,Fall Back / Selfish Game - Single,0,2024-03-21,Lithe,297,484
Stressed Out,Stressed Out,0,2015-04-28,Twenty One Pilots,200,485
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),1,2019-01-01,Masked Wolf,298,486
All Of Me,Love In The Future (South Africa Tour Edition),0,2012-01-01,John Legend,299,487
2055,2055,1,2021-04-14,Sleepy Hallow,300,488
Bandit,Bandit - Single,1,2024-02-01,Don Toliver,301,489
Redbone,Redbone,1,2016-11-17,Childish Gambino,302,490
Yimmy Yimmy,Yimmy Yimmy (Feat. Jacqueline Fernandez) - Single,0,2024-03-08,Tayc,303,491
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",0,2023-10-25,Chris Pine,304,492
We Don'T Talk About Bruno,Encanto (Original Motion Picture Soundtrack),0,2021-11-19,Carolina Gaitï¿½Ï¿½N - La G,305,493
You Proof,You Proof,0,2022-05-13,Morgan Wallen,123,494
Enemy (With Jid) - From The Series Arcane League Of Legends,Mercury - Act 1,0,2021-09-03,Imagine Dragons,93,495
Break My Heart,Break My Heart,0,2020-03-25,Dua Lipa,42,496
Shut Down,Born Pink,0,2022-09-16,Blackpink,156,497
Regalo De Dios,Presente,0,2023-11-17,Juliï¿½Ï¿½N Ï¿½Ï¿½Lvarez Y Su Norteï,306,498
Never Let Go,Never Let Go - Single,0,2024-06-07,Jung Kook,122,499
Toyour Ï¿½Ï¿½Ï¿,Amrat Ï¿½Ï¿½Ï¿½Ï,0,2023-01-20,Rasha Nahas,307,500
Chill Vibes,Chill Vibes,0,2022-03-31,Tollan Kim,90,501
Mia (Feat. Drake),Mia (Feat. Drake),0,2018-10-11,Bad Bunny,56,502
Toosie Slide,Toosie Slide,1,2020-04-03,Drake,120,503
Mientras Me Curo Del Cora,Maï¿½Ï¿½Ana Serï¿½Ï¿,0,2023-02-24,Karol G,69,504
Down Bad,The Tortured Poets Department,1,2024-04-18,Taylor Swift,17,505
Ballin' (With Roddy Ricch),Perfect Ten,1,2019-06-28,Mustard,308,506
La Llama Que Baila,La Llama Que Baila,0,2022-06-10,El Reino Infantil,309,507
Ain'T No Love In Oklahoma (From Twisters: The Album),Ain'T No Love In Oklahoma (From Twisters: The Album),0,2024-05-16,Luke Combs,88,508
Vegas (From The Original Motion Picture Soundtrack Elvis),Vegas (From The Original Motion Picture Soundtrack Elvis),1,2022-05-06,Doja Cat,20,509
El Merengue,El Merengue - Single,0,2023-03-03,Marshmello,202,510
Made For Me,Made For Me,0,2023-09-15,Muni Long,310,511
Let'S Go 4,Let'S Go 4,1,2023-09-11,Mc Ig,311,512
Telekinesis,Utopia,1,2023-07-28,Travis Scott,94,513
Daqui Pra Sempre,Daqui Pra Sempre,0,2023-09-22,Manu,312,514
Martin & Gina,The Goat,1,2020-05-15,Polo G,292,515
"Thank U, Next","Thank U, Next",1,2018-11-03,Ariana Grande,27,516
One Dance,One Dance (Feat. Wizkid & Kyla) - Single,0,2016-04-04,Drake,120,517
Ily (I Love You Baby) (Feat. Emilee),Ily (Feat. Emilee),0,2019-11-26,Surf Mesa,313,518
Hope,?,1,2018-03-16,Xxxtentacion,196,519
Trustfall,Trustfall,0,2023-01-27,P!Nk,314,520
Intentions (Feat. Quavo),Intentions,0,2020-02-07,Justin Bieber,116,521
Prc,Prc,1,2023-01-24,Peso Pluma,81,522
Lemonade,Lemonade,1,2020-08-14,Internet Money,315,523
Without You,F*Ck Love (Savage),1,2020-11-06,The Kid Laroi,25,524
Sensational (Feat. Davido & Lojay),Sensational (Feat. Davido & Lojay) - Single,1,2023-10-20,Chris Brown,266,525
Let Go,Let Go,1,2022-12-15,Central Cee,10,526
Blister In The Sun,Violent Femmes (Deluxe Edition),0,2023-12-01,Violent Femmes,316,527
Savage (Feat. Beyoncï¿½Ï¿½) - R,Savage (Feat. Beyoncï¿½Ï¿½) [Re,1,2020-04-29,Megan Thee Stallion,317,528
No Idea,No Idea,0,2019-05-29,Don Toliver,301,529
Love Yourself,Love Yourself,0,2015-11-09,Justin Bieber,116,530
Tï¿½Ï¿½,Dolido Pero No Arrepentido - Ep,0,2024-02-09,Fuerza Regida,203,531
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),0,2021-02-13,Carella,318,532
Need A Favor,Need A Favor,0,2022-12-09,Jelly Roll,319,533
Heeriye (Feat. Arijit Singh),Heeriye (Feat. Arijit Singh),0,2023-07-25,Jasleen Royal,320,534
Work From Home (Feat. Ty Dolla $Ign),Pop Party,0,2016-01-01,Fifth Harmony,321,535
Anabella,Anabella,1,2023-07-14,Khaid,322,536
Cuando Te Amï¿,Cuando Te Amï¿½Ï¿½ - Si,0,2024-06-08,Cupula Roja,323,537
Bam Bam (Feat. Ed Sheeran),#Name?,0,2021-10-29,Camila Cabello,133,538
The Motto,The Motto,0,2021-11-04,Tiï¿½Ï¿,245,539
Single Soon,Single Soon,0,2023-08-25,Selena Gomez,324,540
Falling Down - Bonus Track,Falling Down,1,2018-09-19,Lil Peep,325,541
Close,Close - Single,0,2023-09-14,Kush & Tj,326,542
Sin Pijama,Sin Pijama,0,2018-04-20,Becky G,220,543
Wasted On You,Dangerous: The Double Album,0,2021-01-08,Morgan Wallen,123,544
Break My Soul,Break My Soul,0,2022-06-21,Beyoncï¿,22,545
Nimbu Kharbuja Bhail 2,Nimbu Kharbuja Bhail 2,0,2023-12-11,Khesari Lal Yadav,327,546
Murder In My Mind,Murder In My Mind,1,2022-01-21,Kordhell,328,547
Unstoppable,Unstoppable,0,2016-01-21,Sia,329,548
Traitor,Sour,0,2021-05-21,Olivia Rodrigo,107,549
Goosebumps,Birds In The Trap Sing Mcknight,1,2016-09-16,Travis Scott,94,550
Dime Que,Dime Que,0,2021-07-16,Ian G.,330,551
Quï¿½Ï¿½ Mï¿½Ï¿,Quï¿½Ï¿½ Mï¿½Ï¿,0,2021-05-28,J Balvin,183,552
Hrs And Hrs,Public Displays Of Affection,1,2021-11-19,Muni Long,310,553
Boy With Luv (Feat. Halsey),Map Of The Soul : Persona,0,2019-04-12,Bts,100,554
Broccoli,Broccoli - Single,0,2024-01-17,Ati2X06,331,555
Angel Baby,Angel Baby,0,2021-09-09,Troye Sivan,332,556
Way 2 Sexy (With Future & Young Thug),Certified Lover Boy,1,2021-09-03,Drake,120,557
Bhauji Lenge Lenge,Bhauji Lenge Lenge,0,2024-04-05,Khesari Lal Yadav,327,558
Sorry 4 That Much,Sorry 4 That Much,1,2024-06-07,Feid,134,559
I Wanna Be Your Slave,Teatro D'Ira - Vol. I,1,2021-03-19,Mï¿½Ï¿½Ne,261,560
Puffin On Zootiez,I Never Liked You,1,2022-04-29,Future,14,561
3D (Feat. Jack Harlow),3D (Feat. Jack Harlow),1,2023-09-29,Jung Kook,122,562
Xo Tour Llif3,Xo Tour Llif3,1,2017-03-24,Lil Uzi Vert,210,563
Lift Me Up - From Black Panther: Wakanda Forever - Music From And Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From And Inspired By),0,2022-10-28,Rihanna,333,564
Desire (With Sam Smith),Desire (With Sam Smith),0,2023-07-28,Calvin Harris,240,565
Cute,Cute,0,2022-08-29,Aurel Surya Lie,334,566
Cold Heart - Pnau Remix,Diamonds (Deluxe),0,2017-11-10,Elton John,335,567
Con Altura,Con Altura,0,2019-03-28,Rosalï¿½,127,568
Ýýýýýý (Heya),Ive Switch,0,2024-04-29,Ive,336,569
La Canciï¿½,Oasis,0,2019-06-28,J Balvin,183,570
In My Mind,In My Mind,0,2017-11-15,Dynoro,337,571
Chandelier,Todo Exitos 2014 (Los Nï¿½Ï¿½Mero 1 Del A,0,2014-01-01,Sia,329,572
Eastside (With Halsey & Khalid),Eastside (With Halsey & Khalid),0,2018-07-12,Benny Blanco,338,573
Godzilla (Feat. Juice Wrld),Music To Be Murdered By,1,2020-01-17,Eminem,5,574
All About That Bass,Los Nï¿½Ï¿½Meros 1 De 40 (El Disco De Los Ï¿½Ï,1,2014-01-01,Meghan Trainor,104,575
"Besharam Rang (From ""Pathaan"")","Besharam Rang (From ""Pathaan"")",0,2022-12-12,Vishal-Shekhar,339,576
Mr. Take Ya B*Tch (Feat. Chriseanrock),Mr. Take Ya B*Tch (Feat. Chriseanrock),1,2023-10-17,Lil Mabu,340,577
Cheques,Still Rollin,0,2023-05-19,Shubh,341,578
Friday (Feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (Feat. Mufasa & Hypeman) [Dopamine Re-Edit],0,2021-01-15,Riton,342,579
Vagabundo,Vagabundo,0,2023-05-12,Sebastian Yatra,343,580
Cheap Thrills,Cheap Thrills,0,2015-12-17,Sia,329,581
Yummy,Yummy,0,2020-01-03,Justin Bieber,116,582
On My Mama,On My Mama,1,2023-06-16,Victoria Monï¿½,344,583
Wishing Well,Legends Never Die,1,2020-07-10,Juice Wrld,117,584
Jale 2 (Feat. Vinay Yadav & Neha Shukla),Jale 2 (Feat. Vinay Yadav & Neha Shukla),0,2023-10-26,Shiva Choudhary,345,585
Too Good At Goodbyes,Too Good At Goodbyes,0,2017-09-08,Sam Smith,52,586
Specialz,Specialz,0,2023-09-01,King Gnu,346,587
Ta Ta Ta,Bayanni,1,2022-08-24,Bayanni,347,588
Un Finde | Crossover #2,Un Finde | Crossover #2,0,2023-04-04,Big One,348,589
There'S Nothing Holdin' Me Back,Illuminate,0,2016-09-23,Shawn Mendes,126,590
Gulabi Sadi,Gulabi Sadi,0,2024-02-06,Sanju Rathod,349,591
Breaking Me,Breaking Me (Feat. A7S),0,2019-12-19,Topic,350,592
The 5Th Letter,Underhanded,1,2022-10-28,Hollywood Dots The Oncelor,351,593
Belong Together,Belong Together - Single,0,2024-02-16,Mark Ambor,352,594
Shake It Off,1989 (Deluxe),0,2014-01-01,Taylor Swift,17,595
Lovely Bastards,Lovely Bastards,1,2023-08-25,Zwe1Hvndxr,353,596
La Curiosidad,Platonicos,0,2020-06-12,Jay Wheeler,354,597
El Makinon,El Makinon,0,2021-03-24,Karol G,69,598
In The Stars,In The Stars,0,2022-04-29,Benson Boone,7,599
Shirt,Shirt,1,2022-10-28,Sza,59,600
Tiryakinim,Tiryakinim,0,2024-04-18,Bayhan,355,601
We Don'T Trust You,We Don'T Trust You,1,2024-03-22,Future,14,602
Tï¿½Ï¿,Tï¿½Ï¿,0,2023-05-04,Dennis,356,603
Cï¿½Ï¿½Ï¿½T Ï¿½Ï¿½Ï¿½Ï¿,Cï¿½Ï¿½Ï¿½T Ï¿½Ï¿½Ï¿½Ï¿,0,2023-09-28,Tï¿½Ï¿½Ng Duy,357,604
Call Out My Name,"My Dear Melancholy,",0,2018-03-29,The Weeknd,49,605
Lose Control,Get To Know,0,2019-09-27,Meduza,358,606
The Greatest,Hit Me Hard And Soft,0,2024-05-17,Billie Eilish,13,607
X - Remix,X (Remix),0,2018-06-19,Nicky Jam,359,608
223'S (Feat. 9Lokknine),223'S (Feat. 9Lokknine),1,2019-08-09,Ynw Melly,360,609
Saami Saami,"Saami Saami (From ""Pushpa - The Rise Part - 01"") - Single",0,2021-10-28,Mounika Yadav,361,610
Ýýchame La Culpa,Ýýchame La Culpa,0,2017-11-17,Luis Fonsi,44,611
Mask Off,Epic Af,1,2017-01-01,Future,14,612
Bon,No.O -Ring-,0,2024-05-27,Number_I,362,613
Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),0,2019-05-17,Lewis Capaldi,102,614
Sad Girlz Luv Money Remix (Feat. Kali Uchis And Moliy),Sad Girlz Luv Money Remix (Feat. Kali Uchis And Moliy),1,2021-09-16,Amaarae,363,615
Young Metro,We Don'T Trust You,1,2024-03-22,Future,14,616
You Raise Me Up,Closer (20Th Anniversary Deluxe Edition),0,2023-11-17,Josh Groban,364,617
Queencard,I Feel,0,2023-05-15,(G)I-Dle,365,618
"Maroon Color Sadiya (From ""Fasal"")","Maroon Color Sadiya (From ""Fasal"") - Single",0,2024-03-12,Kalpana,366,619
Rapstar,Rapstar,1,2021-04-09,Polo G,292,620
Say Yes To Heaven,Say Yes To Heaven (Sim0Ne & Melo Nada Remix),0,2023-03-17,Lana Del Rey,367,621
Building Blocks,Darkly,0,2022-07-15,Falls,368,622
Maan Meri Jaan,Champagne Talk,0,2022-10-12,King,369,623
Best Friend (Feat. Doja Cat),Best Friend (Feat. Doja Cat),1,2021-01-07,Saweetie,370,624
Gatï¿½Ï¿½,Gatï¿½Ï¿½,0,2022-08-26,Karol G,69,625
Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),Swalla (Feat. Nicki Minaj & Ty Dolla $Ign),1,2017-02-23,Jason Derulo,371,626
Te Botï¿½Ï¿½ - R,Flow La Movie Remixes,1,2017-01-01,Nio Garcia,372,627
Sicko Mode,Astroworld,1,2018-08-03,Travis Scott,94,628
Act Ii: Date @ 8 (Remix),Act Ii: Date @ 8 (Feat. Drake) [Remix],1,2024-03-08,4Batz,263,629
Barbie World (With Aqua) [From Barbie The Album],Barbie World (With Aqua) [From Barbie The Album],1,2023-06-23,Nicki Minaj,288,630
The Kind Of Love We Make,The Kind Of Love We Make,0,2022-06-17,Luke Combs,88,631
Europapa,Europapa,0,2024-02-29,Joost,373,632
Omg,Newjeans 'Omg',0,2023-01-02,Newjeans,163,633
Baila,Baila,0,2020-07-31,Karl Wine,374,634
Punto 40,Punto 40 - Single,1,2022-09-22,Rauw Alejandro,176,635
In The Name Of Love,Pacha 2017,0,2015-10-23,Martin Garrix,375,636
Shorty Party,Shorty Party,1,2023-03-04,Cartel De Santa,376,637
Drama,Drama - The 4Th Mini Album,0,2023-11-10,Aespa,55,638
Head & Heart (Feat. Mnek),Head & Heart (Feat. Mnek),0,2020-07-03,Joel Corry,377,639
Callaita,Callaita,1,2019-05-31,Bad Bunny,56,640
How Do I Say Goodbye,How Do I Say Goodbye,0,2022-08-05,Dean Lewis,378,641
One Step Closer,Papercuts,0,2024-04-12,Linkin Park,62,642
Ultra Solo,Ultra Solo,0,2022-02-14,Polimï¿½Ï¿½ Westc,379,643
Hundred Miles (Sped Up Version),Hundred Miles (Sped Up Version) [Feat. Gabriela Richardson] - Single,0,2023-02-03,Yall,380,644
Snap,Snap,0,2022-03-19,Rosa Linn,381,645
